Date,Open,High,Low,Close,Volume
20/06/2016,2075.58,2100.66,2075.58,2083.25,3467.44
21/06/2016,2085.19,2093.66,2083.02,2088.90,3232.88
22/06/2016,2089.75,2099.71,2084.36,2085.45,3168.16
23/06/2016,2092.80,2113.32,2092.80,2113.32,3297.94
24/06/2016,2103.81,2103.81,2032.57,2037.41,7597.45
27/06/2016,2031.45,2031.45,1991.68,2000.54,5431.22
28/06/2016,2006.67,2036.09,2006.67,2036.09,4385.81
29/06/2016,2042.69,2073.13,2042.69,2070.77,4241.74
30/06/2016,2073.17,2098.94,2070.00,2098.86,4622.82
01/07/2016,2099.34,2108.71,2097.90,2102.95,3458.89
05/07/2016,2095.05,2095.05,2080.86,2088.55,3658.38
06/07/2016,2084.43,2100.72,2074.02,2099.73,3909.38
07/07/2016,2100.42,2109.08,2089.39,2097.90,3604.55
08/07/2016,2106.97,2131.71,2106.97,2129.90,3607.50
11/07/2016,2131.72,2143.16,2131.72,2137.16,3253.34
12/07/2016,2139.50,2155.40,2139.50,2152.14,4097.82
13/07/2016,2153.81,2156.45,2146.21,2152.43,3502.32
14/07/2016,2157.88,2168.99,2157.88,2163.75,3465.61
15/07/2016,2165.13,2169.05,2155.79,2161.74,3122.60
18/07/2016,2162.04,2168.35,2159.63,2166.89,3009.31
19/07/2016,2163.79,2164.63,2159.01,2163.78,2968.34
20/07/2016,2166.10,2175.63,2164.89,2173.02,3211.86
21/07/2016,2172.91,2174.56,2159.75,2165.17,3438.90
22/07/2016,2166.47,2175.11,2163.24,2175.03,3023.28
25/07/2016,2173.71,2173.71,2161.95,2168.48,3057.24
26/07/2016,2168.97,2173.54,2160.18,2169.18,3442.35
27/07/2016,2169.81,2174.98,2159.07,2166.58,3995.50
28/07/2016,2166.05,2172.85,2159.74,2170.06,3664.24
29/07/2016,2168.83,2177.09,2163.49,2173.60,4038.84
01/08/2016,2173.15,2178.29,2166.21,2170.84,3505.99
02/08/2016,2169.94,2170.20,2147.58,2157.03,3848.75
03/08/2016,2156.81,2163.79,2152.56,2163.79,3786.53
04/08/2016,2163.51,2168.19,2159.07,2164.25,3709.20
05/08/2016,2168.79,2182.87,2168.79,2182.87,3663.07
08/08/2016,2183.76,2185.44,2177.85,2180.89,3327.55
09/08/2016,2182.24,2187.66,2178.61,2181.74,3334.30
10/08/2016,2182.81,2183.41,2172.00,2175.49,3254.95
11/08/2016,2177.97,2188.45,2177.97,2185.79,3423.16
12/08/2016,2183.74,2186.28,2179.42,2184.05,3000.66
15/08/2016,2186.08,2193.81,2186.08,2190.15,3078.53
16/08/2016,2186.24,2186.24,2178.14,2178.15,3196.40
17/08/2016,2177.84,2183.08,2168.50,2182.22,3388.91
18/08/2016,2181.90,2187.03,2180.46,2187.02,3300.57
19/08/2016,2184.24,2185.00,2175.13,2183.87,3084.80
22/08/2016,2181.58,2185.15,2175.96,2182.64,2777.55
23/08/2016,2187.81,2193.42,2186.80,2186.90,3041.49
24/08/2016,2185.09,2186.66,2171.25,2175.44,3148.28
25/08/2016,2173.29,2179.00,2169.74,2172.47,2969.31
26/08/2016,2175.10,2187.94,2160.39,2169.04,3342.34
29/08/2016,2170.19,2183.48,2170.19,2180.38,2654.78
30/08/2016,2179.45,2182.27,2170.41,2176.12,3006.80
31/08/2016,2173.56,2173.79,2161.35,2170.95,3766.39
01/09/2016,2171.33,2173.56,2157.09,2170.86,3392.12
02/09/2016,2177.49,2184.87,2173.59,2179.98,3091.12
06/09/2016,2181.61,2186.57,2175.10,2186.48,3447.65
07/09/2016,2185.17,2187.87,2179.07,2186.16,3319.42
08/09/2016,2182.76,2184.94,2177.49,2181.30,3727.84
09/09/2016,2169.08,2169.08,2127.81,2127.81,4233.96
12/09/2016,2120.86,2163.30,2119.12,2159.04,4010.48
13/09/2016,2150.47,2150.47,2120.27,2127.02,4141.67
14/09/2016,2127.86,2141.33,2119.90,2125.77,3664.10
15/09/2016,2125.36,2151.31,2122.36,2147.26,3373.72
16/09/2016,2146.48,2146.48,2131.20,2139.16,5014.36
19/09/2016,2143.99,2153.61,2135.91,2139.12,3163.00
20/09/2016,2145.94,2150.80,2139.17,2139.76,3140.73
21/09/2016,2144.58,2165.11,2139.57,2163.12,3712.09
22/09/2016,2170.94,2179.99,2170.94,2177.18,3552.83
23/09/2016,2173.29,2173.75,2163.97,2164.69,3317.19
26/09/2016,2158.54,2158.54,2145.04,2146.10,3216.17
27/09/2016,2146.04,2161.13,2141.55,2159.93,3437.77
28/09/2016,2161.85,2172.40,2151.79,2171.37,3891.46
29/09/2016,2168.90,2172.67,2145.20,2151.13,4249.22
30/09/2016,2156.51,2175.30,2156.51,2168.27,4173.34
03/10/2016,2164.33,2164.41,2154.77,2161.20,3137.55
04/10/2016,2163.37,2165.46,2144.01,2150.49,3750.89
05/10/2016,2155.15,2163.95,2155.15,2159.73,3906.55
06/10/2016,2158.22,2162.93,2150.28,2160.77,3461.55
07/10/2016,2164.19,2165.86,2144.85,2153.74,3619.89
10/10/2016,2160.39,2169.60,2160.39,2163.66,2916.55
11/10/2016,2161.35,2161.56,2128.84,2136.73,3438.27
12/10/2016,2137.67,2145.36,2132.77,2139.18,2977.10
13/10/2016,2130.26,2138.19,2114.72,2132.55,3580.45
14/10/2016,2139.68,2149.19,2132.98,2132.98,3228.15
17/10/2016,2132.95,2135.61,2124.43,2126.50,2830.39
18/10/2016,2138.31,2144.38,2135.49,2139.60,3170.00
19/10/2016,2140.81,2148.44,2138.15,2144.29,3362.67
20/10/2016,2142.51,2147.18,2133.44,2141.34,3337.17
21/10/2016,2139.43,2142.63,2130.09,2141.16,3448.85
24/10/2016,2148.50,2154.79,2146.91,2151.33,3357.32
25/10/2016,2149.72,2151.44,2141.93,2143.16,3751.34
26/10/2016,2136.97,2145.73,2131.59,2139.43,3775.20
27/10/2016,2144.06,2147.13,2132.52,2133.04,4204.83
28/10/2016,2132.23,2140.72,2119.36,2126.41,4019.51
31/10/2016,2129.78,2133.25,2125.53,2126.15,3922.40
01/11/2016,2128.68,2131.45,2097.85,2111.72,4532.16
02/11/2016,2109.43,2111.76,2094.00,2097.94,4248.58
03/11/2016,2098.80,2102.56,2085.23,2088.66,3886.74
04/11/2016,2083.79,2099.07,2083.79,2085.18,3837.86
07/11/2016,2100.59,2132.00,2100.59,2131.52,3736.06
08/11/2016,2129.92,2146.87,2123.56,2139.56,3916.93
09/11/2016,2131.56,2170.10,2125.35,2163.26,6264.15
10/11/2016,2167.49,2182.30,2151.17,2167.48,6451.64
11/11/2016,2162.71,2165.92,2152.49,2164.45,4988.05
14/11/2016,2165.64,2171.36,2156.08,2164.20,5367.20
15/11/2016,2168.29,2180.84,2166.38,2180.39,4543.86
16/11/2016,2177.53,2179.22,2172.20,2176.94,3830.59
17/11/2016,2178.61,2188.06,2176.65,2187.12,3809.16
18/11/2016,2186.85,2189.89,2180.38,2181.90,3572.40
21/11/2016,2186.43,2198.70,2186.43,2198.18,3607.01
22/11/2016,2201.56,2204.80,2194.51,2202.94,3957.94
23/11/2016,2198.55,2204.72,2194.51,2204.72,3418.64
25/11/2016,2206.27,2213.35,2206.27,2213.35,1584.60
28/11/2016,2210.21,2211.14,2200.36,2201.72,3505.65
29/11/2016,2200.76,2210.46,2198.15,2204.66,3706.56
30/11/2016,2204.97,2214.10,2198.81,2198.81,5533.98
01/12/2016,2200.17,2202.60,2187.44,2191.08,5063.74
02/12/2016,2191.12,2197.95,2188.37,2191.95,3779.50
05/12/2016,2200.65,2209.42,2199.97,2204.71,3895.23
06/12/2016,2207.26,2212.78,2202.21,2212.23,3855.32
07/12/2016,2210.72,2241.63,2208.93,2241.35,4501.82
08/12/2016,2241.13,2251.69,2237.57,2246.19,4200.58
09/12/2016,2249.73,2259.80,2249.23,2259.53,3884.48
12/12/2016,2258.83,2264.03,2252.37,2256.96,4034.51
13/12/2016,2263.32,2277.53,2263.32,2271.72,3857.59
14/12/2016,2268.35,2276.20,2248.44,2253.28,4406.97
15/12/2016,2253.77,2272.12,2253.77,2262.03,4168.20
16/12/2016,2266.81,2268.05,2254.24,2258.07,5920.34
19/12/2016,2259.24,2267.47,2258.21,2262.53,3248.37
20/12/2016,2266.50,2272.56,2266.14,2270.76,3298.78
21/12/2016,2270.54,2271.23,2265.15,2265.18,2852.23
22/12/2016,2262.93,2263.18,2256.08,2260.96,2876.32
23/12/2016,2260.25,2263.79,2258.84,2263.79,2020.55
27/12/2016,2266.23,2273.82,2266.15,2268.88,1987.08
28/12/2016,2270.23,2271.31,2249.11,2249.92,2392.36
29/12/2016,2249.50,2254.51,2244.56,2249.26,2336.37
30/12/2016,2251.61,2253.58,2233.62,2238.83,2670.90
03/01/2017,2251.57,2263.88,2245.13,2257.83,3770.53
04/01/2017,2261.60,2272.82,2261.60,2270.75,3764.89
05/01/2017,2268.18,2271.50,2260.45,2269.00,3761.82
06/01/2017,2271.14,2282.10,2264.06,2276.98,3339.89
09/01/2017,2273.59,2275.49,2268.90,2268.90,3217.61
10/01/2017,2269.72,2279.27,2265.27,2268.90,3638.79
11/01/2017,2268.60,2275.32,2260.83,2275.32,3620.41
12/01/2017,2271.14,2271.78,2254.25,2270.44,3462.13
13/01/2017,2272.74,2278.68,2271.51,2274.64,3081.27
17/01/2017,2269.14,2272.08,2262.81,2267.89,3584.99
18/01/2017,2269.14,2272.01,2263.35,2271.89,3315.25
19/01/2017,2271.90,2274.33,2258.41,2263.69,3165.97
20/01/2017,2269.96,2276.96,2265.01,2271.31,3524.97
23/01/2017,2267.78,2271.78,2257.02,2265.20,3152.71
24/01/2017,2267.88,2284.63,2266.68,2280.07,3810.96
25/01/2017,2288.88,2299.55,2288.88,2298.37,3846.02
26/01/2017,2298.63,2300.99,2294.08,2296.68,3610.36
27/01/2017,2299.02,2299.02,2291.62,2294.69,3135.89
30/01/2017,2286.01,2286.01,2268.04,2280.90,3591.27
31/01/2017,2274.02,2279.09,2267.21,2278.87,4087.45
01/02/2017,2285.59,2289.14,2272.44,2279.55,3916.61
02/02/2017,2276.69,2283.97,2271.65,2280.85,3807.71
03/02/2017,2288.54,2298.31,2287.88,2297.42,3597.97
06/02/2017,2294.28,2296.18,2288.57,2292.56,3109.05
07/02/2017,2295.87,2299.40,2290.16,2293.08,3448.69
08/02/2017,2289.55,2295.91,2285.38,2294.67,3609.74
09/02/2017,2296.70,2311.08,2296.61,2307.87,3677.94
10/02/2017,2312.27,2319.23,2311.10,2316.10,3475.02
13/02/2017,2321.72,2331.58,2321.42,2328.25,3349.73
14/02/2017,2326.12,2337.58,2322.17,2337.58,3520.91
15/02/2017,2335.58,2351.30,2334.81,2349.25,3775.59
16/02/2017,2349.64,2351.31,2338.87,2347.22,3672.37
17/02/2017,2343.01,2351.16,2339.58,2351.16,3513.06
21/02/2017,2354.91,2366.71,2354.91,2365.38,3579.78
22/02/2017,2361.11,2365.13,2358.34,2362.82,3468.67
23/02/2017,2367.50,2368.26,2355.09,2363.81,4015.26
24/02/2017,2355.73,2367.34,2352.87,2367.34,3831.57
27/02/2017,2365.23,2371.54,2361.87,2369.75,3582.61
28/02/2017,2366.08,2367.79,2358.96,2363.64,4210.14
01/03/2017,2380.13,2400.98,2380.13,2395.96,4345.18
02/03/2017,2394.75,2394.75,2380.17,2381.92,3821.32
03/03/2017,2380.92,2383.89,2375.39,2383.12,3555.26
06/03/2017,2375.23,2378.80,2367.98,2375.31,3232.70
07/03/2017,2370.74,2375.12,2365.51,2368.39,3518.39
08/03/2017,2369.81,2373.09,2361.01,2362.98,3812.10
09/03/2017,2363.49,2369.08,2354.54,2364.87,3716.34
10/03/2017,2372.52,2376.86,2363.04,2372.60,3432.95
13/03/2017,2371.56,2374.42,2368.52,2373.47,3133.90
14/03/2017,2368.55,2368.55,2358.18,2365.45,3172.63
15/03/2017,2370.34,2390.01,2368.94,2385.26,3906.84
16/03/2017,2387.71,2388.10,2377.18,2381.38,3365.66
17/03/2017,2383.71,2385.71,2377.64,2378.25,5178.04
20/03/2017,2378.24,2379.55,2369.66,2373.47,3054.93
21/03/2017,2379.32,2381.93,2341.90,2344.02,4265.59
22/03/2017,2343.00,2351.81,2336.45,2348.45,3572.73
23/03/2017,2345.97,2358.92,2342.13,2345.96,3260.60
24/03/2017,2350.42,2356.22,2335.74,2343.98,2975.13
27/03/2017,2329.11,2344.90,2322.25,2341.59,3240.23
28/03/2017,2339.79,2363.78,2337.63,2358.57,3367.78
29/03/2017,2356.54,2363.36,2352.94,2361.13,3106.94
30/03/2017,2361.31,2370.42,2358.58,2368.06,3158.42
31/03/2017,2364.82,2370.35,2362.60,2362.72,3354.11
03/04/2017,2362.34,2365.87,2344.73,2358.84,3416.40
04/04/2017,2354.76,2360.53,2350.72,2360.16,3206.24
05/04/2017,2366.59,2378.36,2350.52,2352.95,3770.52
06/04/2017,2353.79,2364.16,2348.90,2357.49,3201.92
07/04/2017,2356.59,2363.76,2350.74,2355.54,3053.15
10/04/2017,2357.16,2366.37,2351.50,2357.16,2785.41
11/04/2017,2353.92,2355.22,2337.25,2353.78,3117.42
12/04/2017,2352.15,2352.72,2341.18,2344.93,3196.95
13/04/2017,2341.98,2348.26,2328.95,2328.95,3143.89
17/04/2017,2332.62,2349.14,2332.51,2349.01,2824.71
18/04/2017,2342.53,2348.35,2334.54,2342.19,3269.84
19/04/2017,2346.79,2352.63,2335.05,2338.17,3519.90
20/04/2017,2342.69,2361.37,2340.91,2355.84,3647.42
21/04/2017,2354.74,2356.18,2344.51,2348.69,3503.36
24/04/2017,2370.33,2376.98,2369.19,2374.15,3690.65
25/04/2017,2381.51,2392.48,2381.15,2388.61,3995.24
26/04/2017,2388.98,2398.16,2386.78,2387.45,4105.92
27/04/2017,2389.70,2392.10,2382.68,2388.77,4098.46
28/04/2017,2393.68,2393.68,2382.36,2384.20,3718.27
01/05/2017,2388.50,2394.49,2384.83,2388.33,3199.24
02/05/2017,2391.05,2392.93,2385.82,2391.17,3813.68
03/05/2017,2386.50,2389.82,2379.75,2388.13,3893.99
04/05/2017,2389.79,2391.43,2380.35,2389.52,4362.54
05/05/2017,2392.37,2399.29,2389.38,2399.29,3540.14
08/05/2017,2399.94,2401.36,2393.92,2399.38,3429.44
09/05/2017,2401.58,2403.87,2392.44,2396.92,3653.59
10/05/2017,2396.79,2399.74,2392.79,2399.63,3643.53
11/05/2017,2394.84,2395.72,2381.74,2394.44,3727.42
12/05/2017,2392.44,2392.44,2387.19,2390.90,3305.63
15/05/2017,2393.98,2404.05,2393.94,2402.32,3473.60
16/05/2017,2404.55,2405.77,2396.05,2400.67,3420.79
17/05/2017,2382.95,2384.87,2356.21,2357.03,4163.00
18/05/2017,2354.69,2375.74,2352.72,2365.72,4319.42
19/05/2017,2371.37,2389.06,2370.43,2381.73,3825.16
22/05/2017,2387.21,2395.46,2386.92,2394.02,3172.83
23/05/2017,2397.04,2400.85,2393.88,2398.42,3213.57
24/05/2017,2401.41,2405.58,2397.99,2404.39,3389.90
25/05/2017,2409.54,2418.71,2408.01,2415.07,3535.39
26/05/2017,2414.50,2416.68,2412.20,2415.82,2805.04
30/05/2017,2411.67,2415.26,2409.43,2412.91,3203.16
31/05/2017,2415.63,2415.99,2403.59,2411.80,4516.11
01/06/2017,2415.65,2430.06,2413.54,2430.06,3857.14
02/06/2017,2431.28,2440.23,2427.71,2439.07,3461.68
05/06/2017,2437.83,2439.55,2434.32,2436.10,2912.60
06/06/2017,2431.92,2436.21,2428.12,2429.33,3357.84
07/06/2017,2432.03,2435.28,2424.75,2433.14,3572.30
08/06/2017,2434.27,2439.27,2427.94,2433.79,3728.86
09/06/2017,2436.39,2446.20,2415.70,2431.77,4027.34
12/06/2017,2425.88,2430.38,2419.97,2429.39,4027.75
13/06/2017,2434.15,2441.49,2431.28,2440.35,3275.50
14/06/2017,2443.75,2443.75,2428.34,2437.92,3555.59
15/06/2017,2424.14,2433.95,2418.53,2432.46,3353.05
16/06/2017,2431.24,2433.15,2422.88,2433.15,5284.72
19/06/2017,2442.55,2453.82,2441.79,2453.46,3264.70
20/06/2017,2450.66,2450.66,2436.60,2437.03,3416.51
21/06/2017,2439.31,2442.23,2430.74,2435.61,3594.82
22/06/2017,2437.40,2441.62,2433.27,2434.50,3468.21
23/06/2017,2434.65,2441.40,2431.11,2438.30,5278.33
26/06/2017,2443.32,2450.42,2437.03,2439.07,3238.97
27/06/2017,2436.34,2440.15,2419.38,2419.38,3563.91
28/06/2017,2428.70,2442.97,2428.02,2440.69,3500.80
29/06/2017,2442.38,2442.73,2405.70,2419.70,3900.28
30/06/2017,2429.20,2432.71,2421.65,2423.41,3361.59
03/07/2017,2431.39,2439.17,2428.69,2429.01,1962.29
05/07/2017,2430.78,2434.90,2422.05,2432.54,3367.22
06/07/2017,2423.44,2424.28,2407.70,2409.75,3364.52
07/07/2017,2413.52,2426.92,2413.52,2425.18,2901.33
10/07/2017,2424.51,2432.00,2422.27,2427.43,2999.13
11/07/2017,2427.35,2429.30,2412.79,2425.53,3106.75
12/07/2017,2435.75,2445.76,2435.75,2443.25,3171.62
13/07/2017,2444.99,2449.32,2441.69,2447.83,3067.67
14/07/2017,2449.16,2463.54,2446.69,2459.27,2736.64
17/07/2017,2459.50,2462.82,2457.16,2459.14,2793.17
18/07/2017,2455.88,2460.92,2450.34,2460.61,2962.13
19/07/2017,2463.85,2473.83,2463.85,2473.83,3059.76
20/07/2017,2475.56,2477.62,2468.43,2473.45,3182.78
21/07/2017,2467.40,2472.54,2465.06,2472.54,3059.57
24/07/2017,2472.04,2473.10,2466.32,2469.91,3010.24
25/07/2017,2477.88,2481.24,2474.91,2477.13,4108.06
26/07/2017,2479.97,2481.69,2474.94,2477.83,3557.02
27/07/2017,2482.76,2484.04,2459.93,2475.42,3995.52
28/07/2017,2469.12,2473.53,2464.66,2472.10,3294.77
31/07/2017,2475.94,2477.96,2468.53,2470.30,3469.21
01/08/2017,2477.10,2478.51,2471.14,2476.35,3460.86
02/08/2017,2480.38,2480.38,2466.48,2477.57,3478.58
03/08/2017,2476.03,2476.03,2468.85,2472.16,3645.02
04/08/2017,2476.88,2480.00,2472.08,2476.83,3235.14
07/08/2017,2477.14,2480.95,2475.88,2480.91,2931.78
08/08/2017,2478.35,2490.87,2470.32,2474.92,3344.64
09/08/2017,2465.35,2474.41,2462.08,2474.02,3308.06
10/08/2017,2465.38,2465.38,2437.75,2438.21,3621.07
11/08/2017,2441.04,2448.09,2437.85,2441.32,3159.93
14/08/2017,2454.96,2468.22,2454.96,2465.84,2822.55
15/08/2017,2468.66,2468.90,2461.61,2464.61,2913.10
16/08/2017,2468.63,2474.93,2463.86,2468.11,2953.65
17/08/2017,2462.95,2465.02,2430.01,2430.01,3142.62
18/08/2017,2427.64,2440.27,2420.69,2425.55,3415.68
21/08/2017,2425.50,2430.58,2417.35,2428.37,2788.15
22/08/2017,2433.75,2454.77,2433.67,2452.51,2777.49
23/08/2017,2444.88,2448.91,2441.42,2444.04,2785.29
24/08/2017,2447.91,2450.39,2436.19,2438.97,2846.59
25/08/2017,2444.72,2453.96,2442.22,2443.05,2588.78
28/08/2017,2447.35,2449.12,2439.03,2444.24,2677.70
29/08/2017,2431.94,2449.19,2428.20,2446.30,2737.58
30/08/2017,2446.06,2460.31,2443.77,2457.59,2633.66
31/08/2017,2462.65,2475.01,2462.65,2471.65,3348.11
01/09/2017,2474.42,2480.38,2473.85,2476.55,2710.73
05/09/2017,2470.35,2471.97,2446.55,2457.85,3490.26
06/09/2017,2463.83,2469.64,2459.20,2465.54,3374.41
07/09/2017,2468.06,2468.62,2460.29,2465.10,3353.93
08/09/2017,2462.25,2467.11,2459.40,2461.43,3302.49
11/09/2017,2474.52,2488.95,2474.52,2488.11,3291.76
12/09/2017,2491.94,2496.77,2490.37,2496.48,3230.92
13/09/2017,2493.89,2498.37,2492.14,2498.37,3368.05
14/09/2017,2494.56,2498.43,2491.35,2495.62,3414.46
15/09/2017,2495.67,2500.23,2493.16,2500.23,4853.17
18/09/2017,2502.51,2508.32,2499.92,2503.87,3194.30
19/09/2017,2506.29,2507.84,2503.19,2506.65,3249.10
20/09/2017,2506.84,2508.85,2496.67,2508.24,3530.01
21/09/2017,2507.16,2507.16,2499.00,2500.60,2930.86
22/09/2017,2497.26,2503.47,2496.54,2502.22,2865.96
25/09/2017,2499.39,2502.54,2488.03,2496.66,3297.89
26/09/2017,2501.04,2503.51,2495.12,2496.84,3043.11
27/09/2017,2503.30,2511.75,2495.91,2507.04,3456.03
28/09/2017,2503.41,2510.81,2502.93,2510.06,3168.62
29/09/2017,2509.96,2519.44,2507.99,2519.36,3211.92
02/10/2017,2521.20,2529.23,2520.40,2529.12,3199.73
03/10/2017,2530.34,2535.13,2528.85,2534.58,3068.85
04/10/2017,2533.48,2540.53,2531.80,2537.74,3017.12
05/10/2017,2540.86,2552.51,2540.02,2552.07,3045.12
06/10/2017,2547.44,2549.41,2543.79,2549.33,2884.57
09/10/2017,2551.39,2551.82,2541.60,2544.73,2483.97
10/10/2017,2549.99,2555.23,2544.86,2550.64,2960.50
11/10/2017,2550.62,2555.24,2547.95,2555.24,2976.09
12/10/2017,2552.88,2555.33,2548.31,2550.93,3151.51
13/10/2017,2555.66,2557.65,2552.09,2553.17,3149.44
16/10/2017,2555.57,2559.47,2552.64,2557.64,2916.02
17/10/2017,2557.17,2559.71,2554.69,2559.36,2889.39
18/10/2017,2562.87,2564.11,2559.67,2561.26,2998.09
19/10/2017,2553.39,2562.36,2547.92,2562.10,2990.71
20/10/2017,2567.56,2575.44,2567.56,2575.21,3384.65
23/10/2017,2578.08,2578.29,2564.33,2564.98,3211.71
24/10/2017,2568.66,2572.18,2565.58,2569.13,3427.33
25/10/2017,2566.52,2567.40,2544.00,2557.15,3874.51
26/10/2017,2560.08,2567.07,2559.80,2560.40,3869.05
27/10/2017,2570.26,2582.98,2565.94,2581.07,3887.11
30/10/2017,2577.75,2580.03,2568.25,2572.83,3658.87
31/10/2017,2575.99,2578.29,2572.15,2575.26,3827.23
01/11/2017,2583.21,2588.40,2574.92,2579.36,3813.18
02/11/2017,2579.46,2581.11,2566.17,2579.85,4048.27
03/11/2017,2581.93,2588.42,2576.77,2587.84,3567.71
06/11/2017,2587.47,2593.38,2585.66,2591.13,3539.08
07/11/2017,2592.11,2597.02,2584.35,2590.64,3809.65
08/11/2017,2588.71,2595.47,2585.02,2594.38,3899.36
09/11/2017,2584.00,2586.50,2566.33,2584.62,3831.61
10/11/2017,2580.18,2583.81,2575.57,2582.30,3486.91
13/11/2017,2576.53,2587.66,2574.48,2584.84,3402.93
14/11/2017,2577.75,2579.66,2566.56,2578.87,3641.76
15/11/2017,2569.45,2572.84,2557.45,2564.62,3558.89
16/11/2017,2572.95,2590.09,2572.95,2585.64,3312.71
17/11/2017,2582.94,2583.96,2577.62,2578.85,3300.16
20/11/2017,2579.49,2584.64,2578.24,2582.14,3003.54
21/11/2017,2589.17,2601.19,2589.17,2599.03,3332.72
22/11/2017,2600.31,2600.94,2595.23,2597.08,2762.95
24/11/2017,2600.42,2604.21,2600.42,2602.42,1349.78
27/11/2017,2602.66,2606.41,2598.87,2601.42,3006.86
28/11/2017,2605.94,2627.69,2605.44,2627.04,3488.42
29/11/2017,2627.82,2634.89,2620.32,2626.07,4078.28
30/11/2017,2633.93,2657.74,2633.93,2647.58,4938.49
01/12/2017,2645.10,2650.62,2605.52,2642.22,3942.32
04/12/2017,2657.19,2665.19,2639.03,2639.44,4023.15
05/12/2017,2639.78,2648.72,2627.73,2629.57,3539.04
06/12/2017,2626.24,2634.41,2624.75,2629.27,3229.00
07/12/2017,2628.38,2640.99,2626.53,2636.98,3292.40
08/12/2017,2646.21,2651.65,2644.10,2651.50,3106.15
11/12/2017,2652.19,2660.33,2651.47,2659.99,3091.95
12/12/2017,2661.73,2669.72,2659.78,2664.11,3555.68
13/12/2017,2667.59,2671.88,2662.85,2662.85,3542.37
14/12/2017,2665.87,2668.09,2652.01,2652.01,3430.03
15/12/2017,2660.63,2679.63,2659.14,2675.81,5723.92
18/12/2017,2685.92,2694.97,2685.92,2690.16,3724.66
19/12/2017,2692.71,2694.44,2680.74,2681.47,3368.59
20/12/2017,2688.18,2691.01,2676.11,2679.25,3241.03
21/12/2017,2683.02,2692.64,2682.40,2684.57,3273.39
22/12/2017,2684.22,2685.35,2678.13,2683.34,2399.83
26/12/2017,2679.09,2682.74,2677.96,2680.50,1968.78
27/12/2017,2682.10,2685.64,2678.91,2682.62,2202.08
28/12/2017,2686.10,2687.66,2682.69,2687.54,2153.33
29/12/2017,2689.15,2692.12,2673.61,2673.61,2443.49
02/01/2018,2683.73,2695.89,2682.36,2695.81,3367.25
03/01/2018,2697.85,2714.37,2697.77,2713.06,3538.66
04/01/2018,2719.31,2729.29,2719.07,2723.99,3695.26
05/01/2018,2731.33,2743.45,2727.92,2743.15,3236.62
08/01/2018,2742.67,2748.51,2737.60,2747.71,3242.65
09/01/2018,2751.15,2759.14,2747.86,2751.29,3453.48
10/01/2018,2745.55,2750.80,2736.06,2748.23,3576.35
11/01/2018,2752.97,2767.56,2752.78,2767.56,3641.32
12/01/2018,2770.18,2787.85,2769.64,2786.24,3573.97
16/01/2018,2798.96,2807.54,2768.64,2776.42,4325.97
17/01/2018,2784.99,2807.04,2778.38,2802.56,3778.05
18/01/2018,2802.40,2805.83,2792.56,2798.03,3681.47
19/01/2018,2802.60,2810.33,2798.08,2810.30,3639.43
22/01/2018,2809.16,2833.03,2808.12,2832.97,3471.78
23/01/2018,2835.05,2842.24,2830.59,2839.13,3519.65
24/01/2018,2845.42,2852.97,2824.81,2837.54,4014.07
25/01/2018,2846.24,2848.56,2830.94,2839.25,3835.15
26/01/2018,2847.48,2872.87,2846.18,2872.87,3443.23
29/01/2018,2867.23,2870.62,2851.48,2853.53,3573.83
30/01/2018,2832.74,2837.75,2818.27,2822.43,3990.65
31/01/2018,2832.41,2839.26,2813.04,2823.81,4261.28
01/02/2018,2816.45,2835.96,2812.70,2821.98,3938.45
02/02/2018,2808.92,2808.92,2759.97,2762.13,4301.13
05/02/2018,2741.06,2763.39,2638.17,2648.94,5283.46
06/02/2018,2614.78,2701.04,2593.07,2695.14,5891.66
07/02/2018,2690.95,2727.67,2681.33,2681.66,4626.57
08/02/2018,2685.01,2685.27,2580.56,2581.00,5305.44
09/02/2018,2601.78,2638.67,2532.69,2619.55,5680.07
12/02/2018,2636.75,2672.61,2622.45,2656.00,4055.79
13/02/2018,2646.27,2668.84,2637.08,2662.94,3472.87
14/02/2018,2651.21,2702.10,2648.87,2698.63,4003.74
15/02/2018,2713.46,2731.51,2689.82,2731.20,3684.91
16/02/2018,2727.14,2754.42,2725.11,2732.22,3637.46
20/02/2018,2722.99,2737.60,2706.76,2716.26,3627.61
21/02/2018,2720.53,2747.75,2701.29,2701.33,3779.40
22/02/2018,2710.42,2731.26,2697.77,2703.96,3701.27
23/02/2018,2715.80,2747.76,2713.74,2747.30,3189.19
26/02/2018,2757.37,2780.64,2753.78,2779.60,3424.65
27/02/2018,2780.45,2789.15,2744.22,2744.28,3745.08
28/02/2018,2753.78,2761.52,2713.54,2713.83,4230.66
01/03/2018,2715.22,2730.89,2659.65,2677.67,4503.97
02/03/2018,2658.89,2696.25,2647.32,2691.25,3882.45
05/03/2018,2681.06,2728.09,2675.75,2720.94,3710.81
06/03/2018,2730.18,2732.08,2711.26,2728.12,3370.69
07/03/2018,2710.18,2730.60,2701.74,2726.80,3393.27
08/03/2018,2732.75,2740.45,2722.65,2738.97,3212.32
09/03/2018,2752.91,2786.57,2751.54,2786.57,3364.10
12/03/2018,2790.54,2796.98,2779.26,2783.02,3185.02
13/03/2018,2792.31,2801.90,2758.68,2765.31,3301.65
